"","cellname","cluster","celltype","nUMI"
"X1772058177_G07","X1772058177_G07",5,"endoMural",1863
"X1772062113_C01","X1772062113_C01",5,"endoMural",3834
"X1772067073_A12","X1772067073_A12",5,"endoMural",3002
"X1772063063_C11","X1772063063_C11",5,"endoMural",2954
"X1772062109_B07","X1772062109_B07",5,"endoMural",1338
"X1772071040_D01","X1772071040_D01",5,"endoMural",2329
"X1772063063_G05","X1772063063_G05",5,"endoMural",2764
"X1772067069_E07","X1772067069_E07",5,"endoMural",4612
"X1772067063_A11","X1772067063_A11",5,"endoMural",1757
"X1772071040_F09","X1772071040_F09",5,"endoMural",1633
"X1772067063_A07","X1772067063_A07",5,"endoMural",3154
"X1772058148_D04","X1772058148_D04",5,"endoMural",1841
"X1772067074_H04","X1772067074_H04",5,"endoMural",1625
"X1772058148_E02","X1772058148_E02",5,"endoMural",2734
"X1772067073_B09","X1772067073_B09",5,"endoMural",1232
"X1772063071_D11","X1772063071_D11",5,"endoMural",1219
"X1772071040_E11","X1772071040_E11",5,"endoMural",1283
"X1772067074_H09","X1772067074_H09",5,"endoMural",2086
"X1772071041_H04","X1772071041_H04",5,"endoMural",1291
"X1772067073_F07","X1772067073_F07",5,"endoMural",1396
"X1772058148_C04","X1772058148_C04",5,"endoMural",1165
"X1772058148_E09","X1772058148_E09",5,"endoMural",2146
"X1772067074_H08","X1772067074_H08",5,"endoMural",1984
"X1772058148_F12","X1772058148_F12",5,"endoMural",1066
"X1772063070_A07","X1772063070_A07",5,"endoMural",5292
"X1772067074_F11","X1772067074_F11",5,"endoMural",3082
"X1772063064_B04","X1772063064_B04",5,"endoMural",2434
"X1772063070_A05","X1772063070_A05",5,"endoMural",6231
"X1772071040_B11","X1772071040_B11",5,"endoMural",1304
"X1772063070_E06","X1772063070_E06",5,"endoMural",2145
"X1772060240_D07","X1772060240_D07",5,"endoMural",1824
"X1772067063_B03","X1772067063_B03",5,"endoMural",1721
"X1772058148_F05","X1772058148_F05",5,"endoMural",1441
"X1772060224_A05","X1772060224_A05",5,"endoMural",1082
"X1772063070_G07","X1772063070_G07",5,"endoMural",2195
"X1772063065_D10","X1772063065_D10",5,"endoMural",1964
"X1772060226_E09","X1772060226_E09",5,"endoMural",1406
"X1772063061_B10","X1772063061_B10",5,"endoMural",2559
"X1772062115_F01","X1772062115_F01",5,"endoMural",894
"X1772063065_D08","X1772063065_D08",5,"endoMural",2090
"X1772058148_F10","X1772058148_F10",5,"endoMural",1036
"X1772063065_B12","X1772063065_B12",5,"endoMural",1436
"X1772063063_H05","X1772063063_H05",5,"endoMural",1617
"X1772063068_B12","X1772063068_B12",5,"endoMural",2462
"X1772062109_G06","X1772062109_G06",5,"endoMural",2292
"X1772062116_H04","X1772062116_H04",5,"endoMural",1339
"X1772063062_G06","X1772063062_G06",5,"endoMural",1136
"X1772058171_G04","X1772058171_G04",5,"endoMural",3028
"X1772067063_D05","X1772067063_D05",5,"endoMural",8336
"X1772058177_A05","X1772058177_A05",5,"endoMural",2583
"X1772058177_F11","X1772058177_F11",5,"endoMural",2736
"X1772063079_A07","X1772063079_A07",5,"endoMural",2629
"X1772062116_H07","X1772062116_H07",5,"endoMural",2775
"X1772063070_F02","X1772063070_F02",5,"endoMural",2794
"X1772060224_C09","X1772060224_C09",5,"endoMural",1068
"X1772067073_H05","X1772067073_H05",5,"endoMural",1739
"X1772058171_A12","X1772058171_A12",5,"endoMural",1331
"X1772067073_H10","X1772067073_H10",5,"endoMural",3132
"X1772067074_D07","X1772067074_D07",5,"endoMural",2685
"X1772062109_E02","X1772062109_E02",5,"endoMural",2107
"X1772060224_F01","X1772060224_F01",5,"endoMural",2997
"X1772062111_A11","X1772062111_A11",5,"endoMural",2462
"X1772058171_A06","X1772058171_A06",5,"endoMural",1082
"X1772060224_F04","X1772060224_F04",5,"endoMural",1671
"X1772060224_H12","X1772060224_H12",5,"endoMural",3814
"X1772063071_F12","X1772063071_F12",5,"endoMural",877
"X1772062111_A08","X1772062111_A08",5,"endoMural",1481
"X1772058177_A08","X1772058177_A08",5,"endoMural",1151
"X1772060224_H01","X1772060224_H01",5,"endoMural",1512
"X1772058177_B01","X1772058177_B01",5,"endoMural",803
"X1772062111_B12","X1772062111_B12",5,"endoMural",920
"X1772063064_A08","X1772063064_A08",5,"endoMural",1229
"X1772063064_B02","X1772063064_B02",5,"endoMural",2675
"X1772062115_G08","X1772062115_G08",5,"endoMural",1883
"X1772062114_H08","X1772062114_H08",5,"endoMural",1733
"X1772063071_G12","X1772063071_G12",5,"endoMural",1258
"X1772060225_H04","X1772060225_H04",5,"endoMural",1130
"X1772058177_H03","X1772058177_H03",5,"endoMural",1159
"X1772063064_F09","X1772063064_F09",5,"endoMural",2411
"X1772060224_D12","X1772060224_D12",5,"endoMural",1604
"X1772063062_B10","X1772063062_B10",5,"endoMural",1292
"X1772062128_E01","X1772062128_E01",5,"endoMural",1070
"X1772062128_A02","X1772062128_A02",5,"endoMural",1349
"X1772062128_C11","X1772062128_C11",5,"endoMural",854
"X1772060240_B11","X1772060240_B11",5,"endoMural",1173
"X1772063078_A02","X1772063078_A02",5,"endoMural",2616
"X1772058148_B03","X1772058148_B03",5,"endoMural",1150
"X1772062128_C09","X1772062128_C09",5,"endoMural",2436
"X1772062116_C03","X1772062116_C03",5,"endoMural",2369
"X1772058177_H04","X1772058177_H04",5,"endoMural",1531
"X1772063071_B06","X1772063071_B06",5,"endoMural",940
"X1772067063_E01","X1772067063_E01",5,"endoMural",1287
"X1772058171_A01","X1772058171_A01",5,"endoMural",842
"X1772062111_F09","X1772062111_F09",5,"endoMural",952
"X1772066104_A09","X1772066104_A09",5,"endoMural",1166
"X1772060240_G06","X1772060240_G06",5,"endoMural",1118
"X1772062109_B04","X1772062109_B04",5,"endoMural",959
"X1772063071_B12","X1772063071_B12",5,"endoMural",822
"X1772063071_D02","X1772063071_D02",5,"endoMural",917
"X1772067069_H12","X1772067069_H12",5,"endoMural",1514
"X1772063062_A05","X1772063062_A05",5,"endoMural",1042
"X1772063071_G02","X1772063071_G02",5,"endoMural",1063
"X1772071014_H04","X1772071014_H04",6,"astrocytes",2083
"X1772062109_D11","X1772062109_D11",6,"astrocytes",2284
"X1772062111_B03","X1772062111_B03",6,"astrocytes",3943
"X1772071014_C07","X1772071014_C07",6,"astrocytes",3324
"X1772067063_E05","X1772067063_E05",6,"astrocytes",2400
"X1772071015_H09","X1772071015_H09",6,"astrocytes",4116
"X1772071014_G04","X1772071014_G04",6,"astrocytes",4942
"X1772071014_H07","X1772071014_H07",6,"astrocytes",3024
"X1772071014_D06","X1772071014_D06",6,"astrocytes",3800
"X1772071014_F02","X1772071014_F02",6,"astrocytes",4117
"X1772058171_H01","X1772058171_H01",6,"astrocytes",4676
"X1772071015_A08","X1772071015_A08",6,"astrocytes",2539
"X1772071015_D10","X1772071015_D10",6,"astrocytes",2347
"X1772067064_A10","X1772067064_A10",6,"astrocytes",1583
"X1772071015_H10","X1772071015_H10",6,"astrocytes",2921
"X1772062118_H11","X1772062118_H11",6,"astrocytes",3941
"X1772067069_C11","X1772067069_C11",6,"astrocytes",2053
"X1772071014_E01","X1772071014_E01",6,"astrocytes",2193
"X1772071015_D02","X1772071015_D02",6,"astrocytes",2591
"X1772062128_D05","X1772062128_D05",6,"astrocytes",1808
"X1772071014_D07","X1772071014_D07",6,"astrocytes",2021
"X1772071014_A02","X1772071014_A02",6,"astrocytes",1444
"X1772063071_H08","X1772063071_H08",6,"astrocytes",1862
"X1772062128_E02","X1772062128_E02",6,"astrocytes",2989
"X1772063077_F03","X1772063077_F03",6,"astrocytes",2683
"X1772058177_E09","X1772058177_E09",6,"astrocytes",2989
"X1772062109_F07","X1772062109_F07",6,"astrocytes",2213
"X1772058177_D07","X1772058177_D07",6,"astrocytes",2958
"X1772058171_F07","X1772058171_F07",6,"astrocytes",1663
"X1772062114_D03","X1772062114_D03",6,"astrocytes",2851
"X1772062114_B05","X1772062114_B05",6,"astrocytes",1716
"X1772058177_B03","X1772058177_B03",6,"astrocytes",1637
"X1772058171_B03","X1772058171_B03",6,"astrocytes",929
"X1772063064_D08","X1772063064_D08",6,"astrocytes",1279
"X1772071015_A12","X1772071015_A12",6,"astrocytes",929
"X1772071015_G05","X1772071015_G05",6,"astrocytes",1504
"X1772063062_B05","X1772063062_B05",6,"astrocytes",1840
"X1772063061_F08","X1772063061_F08",6,"astrocytes",2047
"X1772062128_B12","X1772062128_B12",6,"astrocytes",1806
"X1772062114_E01","X1772062114_E01",6,"astrocytes",1550
"X1772063068_F04","X1772063068_F04",6,"astrocytes",907
"X1772063065_D11","X1772063065_D11",6,"astrocytes",1379
"X1772063064_H03","X1772063064_H03",6,"astrocytes",4320
"X1772058171_A08","X1772058171_A08",6,"astrocytes",1483
"X1772063071_B11","X1772063071_B11",6,"astrocytes",1101
"X1772062128_E04","X1772062128_E04",6,"astrocytes",1654
"X1772063071_H07","X1772063071_H07",6,"astrocytes",917
"X1772063071_H09","X1772063071_H09",6,"astrocytes",1917
"X1772062118_G01","X1772062118_G01",6,"astrocytes",947
"X1772063062_D09","X1772063062_D09",6,"astrocytes",1684
"X1772063068_D06","X1772063068_D06",6,"astrocytes",1000
"X1772063065_E10","X1772063065_E10",6,"astrocytes",780
"X1772062115_D08","X1772062115_D08",6,"astrocytes",778
"X1772060226_B09","X1772060226_B09",6,"astrocytes",915
"X1772063071_H02","X1772063071_H02",6,"astrocytes",1343
"X1772063077_A11","X1772063077_A11",6,"astrocytes",1708
"X1772062128_F01","X1772062128_F01",6,"astrocytes",1572
"X1772062118_A08","X1772062118_A08",6,"astrocytes",1390
"X1772062114_B04","X1772062114_B04",6,"astrocytes",4992
"X1772062128_C08","X1772062128_C08",6,"astrocytes",2870
"X1772062109_A08","X1772062109_A08",6,"astrocytes",1130
"X1772062115_F11","X1772062115_F11",6,"astrocytes",968
"X1772060240_F07","X1772060240_F07",6,"astrocytes",1853
"X1772062113_F04","X1772062113_F04",6,"astrocytes",2321
"X1772062118_A10","X1772062118_A10",6,"astrocytes",2192
"X1772062114_D04","X1772062114_D04",6,"astrocytes",2000
"X1772063077_G09","X1772063077_G09",6,"astrocytes",1120
"X1772063077_F11","X1772063077_F11",6,"astrocytes",1322
"X1772060240_B02","X1772060240_B02",6,"astrocytes",1441
"X1772058148_C01","X1772058148_C01",6,"astrocytes",1179
"X1772060224_G08","X1772060224_G08",6,"astrocytes",748
"X1772060240_D05","X1772060240_D05",6,"astrocytes",1057
"X1772060240_B05","X1772060240_B05",6,"astrocytes",1132
"X1772060224_D09","X1772060224_D09",6,"astrocytes",1450
"X1772062109_E04","X1772062109_E04",6,"astrocytes",2068
"X1772063061_C12","X1772063061_C12",6,"astrocytes",837
"X1772063063_F04","X1772063063_F04",6,"astrocytes",1391
"X1772063074_D02","X1772063074_D02",6,"astrocytes",1754
"X1772062109_E11","X1772062109_E11",6,"astrocytes",1820
"X1772060240_H12","X1772060240_H12",6,"astrocytes",1230
"X1772062118_G03","X1772062118_G03",6,"astrocytes",1806
"X1772071041_B08","X1772071041_B08",6,"astrocytes",1091
"X1772062114_F06","X1772062114_F06",6,"astrocytes",2259
"X1772063062_C11","X1772063062_C11",6,"astrocytes",1175
"X1772062113_E12","X1772062113_E12",6,"astrocytes",3207
"X1772067063_G08","X1772067063_G08",6,"astrocytes",1056
"X1772058148_G05","X1772058148_G05",6,"astrocytes",1887
"X1772063064_E06","X1772063064_E06",6,"astrocytes",1307
"X1772058148_C05","X1772058148_C05",6,"astrocytes",1389
"X1772062128_C04","X1772062128_C04",6,"astrocytes",1553
"X1772063063_E01","X1772063063_E01",6,"astrocytes",4122
"X1772060224_E12","X1772060224_E12",6,"astrocytes",1304
"X1772058148_E08","X1772058148_E08",6,"astrocytes",1195
"X1772058177_C04","X1772058177_C04",6,"astrocytes",888
"X1772063077_B01","X1772063077_B01",6,"astrocytes",4089
"X1772063077_E12","X1772063077_E12",6,"astrocytes",1936
"X1772058148_C09","X1772058148_C09",6,"astrocytes",2046
"X1772063074_C07","X1772063074_C07",6,"astrocytes",2355
"X1772063063_F12","X1772063063_F12",6,"astrocytes",3248
"X1772067073_H07","X1772067073_H07",6,"astrocytes",1971
"X1772067066_C06","X1772067066_C06",6,"astrocytes",1823
"X1772067073_E04","X1772067073_E04",6,"astrocytes",2733
"X1772067064_C11","X1772067064_C11",6,"astrocytes",2910
"X1772063063_G08","X1772063063_G08",6,"astrocytes",2080
"X1772067063_E07","X1772067063_E07",6,"astrocytes",2548
"X1772062116_B01","X1772062116_B01",6,"astrocytes",3980
"X1772067063_A06","X1772067063_A06",6,"astrocytes",3238
"X1772071040_B09","X1772071040_B09",6,"astrocytes",3300
"X1772067070_B12","X1772067070_B12",6,"astrocytes",4581
"X1772058148_G03","X1772058148_G03",6,"astrocytes",2541
"X1772058148_E06","X1772058148_E06",6,"astrocytes",1852
"X1772062128_G01","X1772062128_G01",6,"astrocytes",1836
"X1772058148_F08","X1772058148_F08",6,"astrocytes",2358
"X1772062111_A04","X1772062111_A04",6,"astrocytes",789
"X1772062118_C05","X1772062118_C05",6,"astrocytes",1036
"X1772063061_D08","X1772063061_D08",6,"astrocytes",1101
"X1772063062_E03","X1772063062_E03",6,"astrocytes",1254
"X1772067074_F02","X1772067074_F02",6,"astrocytes",986
"X1772060226_C10","X1772060226_C10",6,"astrocytes",808
"X1772063078_D03","X1772063078_D03",6,"astrocytes",2564
"X1772060225_C06","X1772060225_C06",6,"astrocytes",1100
"X1772062109_G12","X1772062109_G12",6,"astrocytes",1019
"X1772063078_G04","X1772063078_G04",6,"astrocytes",768
"X1772062128_E07","X1772062128_E07",6,"astrocytes",1954
"X1772063070_B07","X1772063070_B07",6,"astrocytes",1732
"X1772063078_G06","X1772063078_G06",6,"astrocytes",1992
"X1772060226_H05","X1772060226_H05",6,"astrocytes",1509
"X1772058148_B11","X1772058148_B11",6,"astrocytes",1587
"X1772062128_E08","X1772062128_E08",6,"astrocytes",1247
"X1772062113_C04","X1772062113_C04",6,"astrocytes",3965
"X1772058177_G08","X1772058177_G08",6,"astrocytes",3983
"X1772060240_H06","X1772060240_H06",6,"astrocytes",1071
"X1772063078_G03","X1772063078_G03",6,"astrocytes",1474
"X1772063077_D01","X1772063077_D01",6,"astrocytes",2793
"X1772058148_B12","X1772058148_B12",6,"astrocytes",1754
"X1772063063_C12","X1772063063_C12",6,"astrocytes",4540
"X1772060226_E06","X1772060226_E06",6,"astrocytes",1410
"X1772063065_A11","X1772063065_A11",6,"astrocytes",1442
"X1772058148_D11","X1772058148_D11",6,"astrocytes",1806
"X1772058148_C07","X1772058148_C07",6,"astrocytes",1503
"X1772058148_B02","X1772058148_B02",6,"astrocytes",1737
"X1772058148_A12","X1772058148_A12",6,"astrocytes",2302
"X1772071041_G06","X1772071041_G06",6,"astrocytes",2378
"X1772063079_E03","X1772063079_E03",5,"endoMural",2030
"X1772058177_B08","X1772058177_B08",5,"endoMural",823
"X1772063078_E07","X1772063078_E07",5,"endoMural",948
"X1772058177_B10","X1772058177_B10",5,"endoMural",1525
"X1772060240_C12","X1772060240_C12",5,"endoMural",1114
"X1772067073_A03","X1772067073_A03",5,"endoMural",1212
"X1772067069_E08","X1772067069_E08",5,"endoMural",1032
"X1772058148_D03","X1772058148_D03",5,"endoMural",1723
"X1772058148_D10","X1772058148_D10",5,"endoMural",2062
"X1772063062_D11","X1772063062_D11",5,"endoMural",1056
"X1772058148_F01","X1772058148_F01",5,"endoMural",1274
"X1772063062_D04","X1772063062_D04",5,"endoMural",1420
"X1772058177_G01","X1772058177_G01",5,"endoMural",1522
"X1772062111_B09","X1772062111_B09",5,"endoMural",1536
"X1772062113_E06","X1772062113_E06",5,"endoMural",2309
"X1772063061_C07","X1772063061_C07",5,"endoMural",1341
"X1772062111_D02","X1772062111_D02",5,"endoMural",1800
"X1772063077_A05","X1772063077_A05",5,"endoMural",1303
"X1772063079_F03","X1772063079_F03",5,"endoMural",2242
"X1772063077_B05","X1772063077_B05",5,"endoMural",1622
"X1772058171_E08","X1772058171_E08",5,"endoMural",955
"X1772062113_H10","X1772062113_H10",5,"endoMural",1326
"X1772067074_G05","X1772067074_G05",5,"endoMural",1066
"X1772062113_D02","X1772062113_D02",5,"endoMural",4378
"X1772067074_C09","X1772067074_C09",5,"endoMural",1737
"X1772063077_B06","X1772063077_B06",5,"endoMural",1120
"X1772062116_E06","X1772062116_E06",5,"endoMural",1137
"X1772067064_D03","X1772067064_D03",5,"endoMural",2446
"X1772063063_G07","X1772063063_G07",5,"endoMural",2342
"X1772067063_E08","X1772067063_E08",5,"endoMural",1417
"X1772058148_G02","X1772058148_G02",5,"endoMural",1784
"X1772063074_F11","X1772063074_F11",5,"endoMural",1183
"X1772063074_C04","X1772063074_C04",5,"endoMural",988
"X1772062111_E09","X1772062111_E09",5,"endoMural",2601
"X1772062111_F01","X1772062111_F01",5,"endoMural",1195
"X1772063074_H03","X1772063074_H03",5,"endoMural",1755
"X1772063062_H10","X1772063062_H10",5,"endoMural",1651
"X1772058148_D02","X1772058148_D02",5,"endoMural",1237
"X1772063078_G10","X1772063078_G10",5,"endoMural",1052
"X1772071017_A07","X1772071017_A07",5,"endoMural",1056
"X1772063071_G10","X1772063071_G10",5,"endoMural",1697
"X1772058148_C03","X1772058148_C03",5,"endoMural",2313
"X1772063061_D09","X1772063061_D09",5,"endoMural",1673
"X1772063068_D01","X1772063068_D01",5,"endoMural",1365
"X1772058148_F03","X1772058148_F03",5,"endoMural",1951
